2000,0,2,2
P00001,B207,2,1
P00001,B207,2,1
P00001,B208,2,2
P00001,B208,2,2
P00001,B209,2,2
P00001,B209,2,2
P00001,B210,2,1
P00001,B210,2,1
P00034,B049,2,1
P00123,B003,2,1
P00034,B049,2,1
P00025,B089,3,2
P00025,B089,3,2
P00016,B100,1,2
P00016,B101,1,2
P00016,B101,1,2
P00016,B100,1,2
P00016,B098,1,1
P00016,B098,1,1
P00016,B099,1,1
P00016,B099,1,1
P00007,B086,3,0
P00007,B086,3,0
P00221,B011,2,2
P00221,B011,2,2
P00221,B012,2,2
P00221,B012,2,2
P00221,B014,2,2
P00221,B014,2,2
P00224,B007,2,1
P00224,B007,2,1
P00144,B003,2,1
P00260,B013,2,1
P00031,B026,2,1
P00004,B038,1,1
P00031,B027,2,1
P00031,B028,2,1
P00013,B018,3,0
P00031,B029,2,1
P00007,B067,3,0
P00031,B030,2,1
P00001,B201,2,2
P00001,B202,2,1
P00005,B062,3,1
P00005,B063,1,2
P00001,B016,2,1
P00001,B017,2,1
P00028,B026,2,2
P00028,B027,2,1
P00034,B045,2,1
P00225,B010,2,1
P00196,B011,2,1
P00004,B040,3,2
P00004,B041,3,1
P00015,B010,3,1
P00005,B060,3,2
P00004,B042,3,1
P00004,B043,1,1
P00191,B007,2,1
P00247,B001,2,1
P00247,B002,2,1
P00247,B003,2,1
P00247,B005,2,1
P00247,B006,2,1
P00004,B044,1,1
11100,B004,3,1
11100,B006,3,2
11100,B022,3,1
11100,B023,3,1
11100,B024,3,2
11100,B025,3,1
11100,B026,2,1
11100,B027,2,1
11100,B028,2,1
11100,B029,2,1
11100,B030,2,1
11100,B031,2,1
11100,B032,2,1
11100,B033,2,1
11100,B034,2,2
11100,B035,2,2
11100,B036,2,2
P00004,B001,1,1
P00004,B003,1,1
P00004,B004,1,1
P00004,B005,2,1
P00004,B006,1,1
P00004,B008,3,2
P00004,B009,1,1
P00004,B010,1,1
P00004,B014,2,1
P00004,B018,2,1
P00004,B019,1,1
11100,B037,3,1
11100,B039,3,2
P00004,B023,2,1
11100,B041,3,1
11100,B042,3,2
P00004,B028,2,1
P00026,B073,2,1
P00184,B010,2,1
P00025,B077,2,1
P00004,B036,2,1
P00026,B074,2,1
P00004,B037,1,1
P00184,B011,2,1
P00001,B203,2,1
P00007,B071,3,0
P00005,B006,1,1
P00007,B072,3,0
P00005,B007,1,1
P00191,B009,2,1
P00005,B008,1,1
P00005,B009,1,1
P00191,B010,2,1
P00005,B010,2,1
P00191,B011,2,1
P00005,B012,3,2
P00025,B078,2,1
P00191,B012,2,1
P00025,B079,2,2
P00191,B013,2,1
P00005,B013,3,1
P00025,B080,2,2
P00191,B014,2,1
P00005,B014,2,1
P00005,B016,3,1
P00028,B020,1,1
P00028,B021,1,1
P00191,B016,2,1
P00025,B083,2,1
P00191,B017,2,1
P00025,B084,2,2
P00191,B018,2,1
P00005,B023,1,1
P00191,B019,2,1
P00004,B007,1,1
P00191,B020,2,1
P00005,B025,1,1
P00191,B021,2,1
P00005,B026,2,1
P00005,B027,2,1
P00191,B022,2,1
P00191,B023,2,1
P00005,B011,3,1
P00005,B040,1,1
P00005,B038,1,1
P00005,B039,1,1
P00007,B026,3,0
P00007,B029,3,0
P00005,B048,1,1
P00191,B026,2,2
P00191,B027,2,2
P00191,B028,2,2
P00005,B052,3,2
P00191,B029,2,2
P00191,B030,2,2
P00006,B001,3,0
P00191,B031,2,2
P00006,B002,3,0
P00191,B032,2,2
P00007,B001,3,0
P00005,B064,1,1
P00191,B033,2,2
P00191,B035,2,2
P00007,B004,3,0
P00191,B036,2,2
P00007,B006,3,0
P00191,B037,2,2
P00191,B038,2,2
P00007,B007,3,0
P00191,B039,2,2
P00007,B008,3,0
P00191,B040,2,2
P00007,B009,3,0
P00007,B017,3,0
P00128,B002,2,2
P00007,B076,3,0
P00005,B066,3,1
P00005,B067,2,1
P00008,B003,3,0
P00008,B004,3,0
P00007,B077,3,0
P00008,B005,3,0
P00007,B078,3,0
P00008,B006,3,0
P00007,B079,3,0
P00008,B007,3,0
P00007,B080,3,0
P00007,B081,3,0
P00007,B082,3,0
P00009,B004,3,0
P00007,B084,3,0
P00007,B085,3,0
P00031,B031,2,1
P00005,B069,1,1
P00031,B032,2,1
P00009,B013,3,0
P00025,B074,2,1
P00009,B014,3,0
P00016,B066,3,2
P00016,B067,3,1
P00016,B068,3,1
P00249,B001,3,1
P00249,B002,3,1
P00250,B004,3,4
P00250,B001,3,1
P00250,B002,3,1
P00010,B001,3,0
P00250,B003,3,1
P00010,B003,3,0
P00251,B001,3,0
P00251,B002,3,0
P00252,B001,3,0
P00253,B001,3,0
P00254,B002,3,0
P00255,B001,3,0
P00256,B001,3,0
P00256,B002,3,0
P00257,B001,3,0
P00258,B001,3,0
P00248,B001,3,2
P00005,B059,1,1
P00248,B002,2,1
P00248,B003,2,1
P00248,B004,2,1
P00248,B005,2,1
P00248,B006,2,1
P00211,B001,1,2
P00013,B016,3,0
P00026,B072,2,1
P00184,B009,2,1
P00085,B001,3,0
P00005,B058,1,1
P00085,B002,3,0
P00085,B003,3,0
P00085,B004,3,0
P00191,B041,2,2
P00009,B032,3,0
P00244,B004,3,0
P00111,B008,2,1
P00106,B008,2,1
P00106,B009,2,1
P00094,B001,3,1
P00025,B087,2,3
P00111,B009,2,1
P00111,B010,2,1
P00111,B011,2,1
P00009,B033,3,0
P00105,B020,2,1
P00014,B049,2,1
P00091,B008,1,1
P00091,B009,2,1
P00091,B010,2,1
P00009,B034,3,0
P00122,B006,2,1
P00122,B007,2,1
P00122,B008,2,1
P00122,B009,2,1
P00023,B001,3,1
P00122,B010,2,1
P00122,B011,2,1
P00122,B012,2,1
P00122,B013,2,1
P00122,B014,2,1
P00122,B015,2,1
P00106,B007,2,1
P00122,B016,2,1
P00191,B001,2,1
P00122,B017,2,1
P00122,B018,2,1
P00122,B019,2,1
P00122,B020,2,1
P00122,B021,2,1
P00001,B193,2,3
P00001,B194,2,3
P00001,B195,2,3
P00121,B001,1,1
P00122,B001,2,1
P00122,B002,2,1
P00123,B001,2,1
P00123,B002,2,1
P00245,B008,3,0
P00245,B009,3,0
P00245,B010,3,0
P00245,B012,3,0
P00245,B013,3,0
P00260,B007,2,1
P00260,B008,2,1
P00260,B009,2,1
P00260,B010,2,1
P00260,B011,2,1
P00016,B069,2,4
P00025,B066,2,1
P00184,B008,2,1
P00026,B067,2,1
P00062,B018,2,1
P00261,B001,2,3
P00016,B070,2,2
P00016,B071,2,1
P00016,B072,2,1
P00234,B002,3,1
P00016,B073,2,2
P00016,B074,2,2
P00016,B075,2,1
P00067,B023,2,2
P00067,B024,2,1
P00067,B025,2,1
P00067,B026,2,1
P00067,B027,2,1
P00067,B028,2,1
P00067,B029,2,1
P00260,B012,2,1
P00031,B025,1,1
P00003,B013,2,1
P00232,B008,3,2
P00232,B005,3,2
P00001,B001,2,1
P00001,B002,3,1
P00001,B003,3,1
P00001,B004,3,1
P00125,B008,1,1
P00001,B014,2,1
P00001,B015,2,1
P00230,B009,3,1
P00001,B029,2,1
P00001,B030,2,1
P00001,B031,2,1
P00001,B032,2,1
P00001,B033,2,1
P00230,B010,3,0
P00001,B188,2,1
P00016,B059,1,2
P00016,B060,1,1
P00001,B047,2,1
P00025,B059,2,2
P00025,B060,2,2
P00007,B068,3,0
P00037,B002,2,1
P00025,B063,2,2
P00031,B024,2,1
P00037,B003,2,1
P00094,B012,2,1
P00001,B178,2,3
P00220,B001,2,1
P00039,B002,1,1
P00001,B073,2,2
P00001,B074,2,2
P00001,B075,2,2
P00221,B001,2,2
P00221,B002,2,2
P00221,B006,2,2
P00221,B007,2,2
P00221,B008,2,2
P00195,B007,2,1
P00195,B008,2,1
P00195,B009,2,1
P00195,B010,2,1
P00195,B013,2,1
P00195,B014,2,1
P00194,B016,2,1
P00194,B017,2,1
P00194,B018,2,1
P00194,B020,2,1
P00195,B016,2,1
P00194,B021,2,1
P00194,B022,2,1
P00236,B001,2,1
P00222,B001,1,2
P00176,B001,2,2
P00222,B002,2,1
P00176,B002,2,1
P00222,B003,1,1
P00176,B003,2,1
P00176,B004,2,1
P00222,B005,1,1
P00176,B005,2,1
P00222,B006,1,2
P00176,B006,2,1
P00194,B023,2,1
P00176,B007,2,1
P00223,B001,2,1
P00177,B001,2,1
P00223,B002,2,1
P00223,B003,2,1
P00225,B001,2,2
P00216,B002,2,1
P00216,B003,2,1
P00225,B003,2,1
P00037,B005,2,1
P00225,B004,2,1
P00037,B006,2,1
P00215,B003,2,1
P00225,B005,2,1
P00215,B004,2,1
P00196,B009,2,1
P00238,B001,2,1
P00238,B002,2,1
P00238,B003,2,2
P00239,B001,2,1
P00219,B006,2,1
P00001,B189,2,1
P00001,B190,2,1
P00001,B191,2,1
P00039,B004,2,1
P00239,B002,2,1
P00241,B002,2,1
P00034,B042,2,1
P00224,B001,2,1
P00176,B010,3,2
P00224,B002,2,1
P00176,B011,3,1
P00224,B003,2,1
P00176,B012,3,2
P00224,B004,2,2
P00176,B013,3,1
P00176,B014,3,1
P00224,B006,2,4
P00225,B007,2,1
P00225,B008,2,1
P00001,B045,2,1
P00188,B007,2,1
P00001,B192,2,1
P00223,B005,2,2
P00223,B006,2,1
P00225,B009,2,2
P00109,B005,1,1
P00244,B001,3,0
P00244,B002,3,0
P00244,B003,3,0
P00214,B005,1,1
P00007,B069,3,0
P00119,B004,2,2
P00007,B070,3,0
P00119,B005,2,2
P00119,B006,2,3
P00119,B007,2,2
P00242,B002,1,2
P00119,B008,2,2
P00242,B003,1,1
P00119,B009,2,3
P00242,B004,1,1
P00025,B050,2,1
P00119,B010,2,2
P00026,B060,2,1
P00119,B011,2,2
P00119,B012,2,2
P00214,B001,2,1
P00214,B002,2,1
P00026,B062,3,1
P00214,B004,2,1
P00076,B005,2,1
P00213,B001,1,1
P00213,B002,1,1
P00026,B063,2,1
P00230,B011,3,1
P00067,B010,2,1
P00034,B043,2,1
P00067,B011,2,1
P00026,B064,2,1
P00067,B014,2,1
P00067,B016,2,1
P00025,B041,2,1
P00001,B172,2,1
P00025,B042,2,1
P00001,B173,2,1
P00001,B174,2,1
P00031,B023,2,1
P00072,B014,2,1
P00072,B015,1,1
P00001,B157,2,1
P00072,B016,1,1
P00001,B158,2,1
P00072,B021,2,1
P00194,B011,2,1
P00194,B012,2,1
P00194,B013,2,1
P00194,B014,2,1
P00194,B015,2,1
P00001,B180,2,1
P00009,B029,3,0
P00195,B005,2,1
P00009,B030,3,0
P00195,B003,2,1
P00184,B006,2,1
P00004,B039,3,1
P00195,B004,2,1
P00026,B061,2,1
P00197,B001,2,1
P00025,B051,2,2
P00001,B176,2,2
P00197,B002,2,1
P00025,B052,2,1
P00197,B003,2,1
P00025,B053,2,1
P00025,B054,2,3
P00025,B055,2,1
P00196,B001,2,1
P00196,B002,2,1
P00196,B003,2,1
P00196,B004,2,1
P00196,B005,2,1
P00001,B163,2,1
P00014,B043,3,2
P00016,B023,3,2
P00026,B066,2,1
P00184,B007,2,1
P00025,B065,2,4
P00025,B056,2,2
P00221,B009,2,2
P00001,B187,2,1
P00188,B006,2,1
P00219,B005,2,1
P00122,B004,2,1
P00025,B057,2,1
P00189,B001,2,1
P00189,B002,2,1
P00189,B003,2,1
P00189,B004,2,1
P00189,B005,2,1
P00190,B001,2,1
P00190,B002,2,1
P00190,B003,2,1
P00190,B004,2,1
P00190,B005,2,1
P00009,B024,3,0
P00009,B026,3,0
P00009,B027,3,0
P00009,B028,3,0
P00186,B002,2,1
P00001,B095,2,1
P00001,B096,2,2
P00001,B097,2,1
P00032,B004,2,3
P00195,B006,2,1
P00196,B006,2,1
P00016,B034,2,2
P00016,B035,2,1
P00016,B036,2,1
P00016,B037,2,1
P00016,B045,2,1
P00245,B002,3,0
P00245,B003,3,0
P00245,B004,3,0
P00245,B005,3,0
P00009,B031,3,0
P00129,B001,3,1
P00116,B009,1,1
P00246,B001,3,0
P00245,B006,3,0
P00245,B007,3,0
P00199,B008,1,1
P00119,B002,2,2
P00052,B004,2,1
P00052,B005,2,1
P00052,B006,2,1
P00052,B007,2,1
P00176,B009,2,1
P00016,B054,3,2
P00052,B008,2,1
P00016,B055,3,1
P00217,B001,2,1
P00158,B005,2,2
P00026,B057,2,1
P00026,B058,2,1
P00200,B001,3,0
P00200,B002,3,0
P00200,B003,3,0
P00200,B004,3,0
P00200,B005,3,0
P00201,B001,3,0
P00201,B002,3,0
P00201,B003,3,0
P00201,B004,3,0
P00202,B001,3,0
P00202,B002,3,0
P00203,B001,3,0
P00203,B002,3,0
P00203,B003,3,0
P00001,B177,2,2
P00203,B004,3,0
P00204,B001,3,0
P00204,B002,3,0
P00205,B001,3,0
P00206,B001,3,0
P00207,B001,3,0
P00218,B001,2,1
P00005,B056,3,2
P00218,B002,2,1
P00005,B057,3,1
P00218,B003,2,1
P00007,B066,3,0
P00218,B004,2,1
1000,1,2,1
4003,0,2,2
10300,1,3,1
P00031,B001,2,1
10300,2,3,1
11100,1,3,1
11100,5,3,1
11100,6,3,1
11100,7,3,1
11100,8,3,1
11100,9,3,1
P00031,B010,2,1
P00031,B017,2,1
14113,1,2,1
P00032,B001,2,1
P00032,B002,1,1
P00001,B005,2,1
P00001,B006,2,1
P00001,B007,2,1
P00034,B002,2,1
P00001,B008,2,1
P00001,B009,2,1
P00034,B004,2,1
P00001,B010,2,1
P00001,B011,2,1
P00034,B008,2,1
P00001,B013,2,1
P00034,B010,2,1
P00034,B011,2,1
P00034,B012,2,1
P00034,B014,2,1
P00001,B018,2,1
P00034,B015,2,1
P00034,B020,2,1
P00034,B023,2,1
P00034,B024,2,1
P00034,B025,2,1
P00034,B026,2,1
P00034,B030,2,1
P00034,B032,2,1
P00035,B001,3,1
P00159,B002,2,1
P00035,B002,3,1
P00001,B034,2,1
P00159,B003,2,1
P00035,B003,3,1
P00001,B035,2,1
P00159,B004,2,1
P00035,B004,3,1
P00001,B036,2,1
P00159,B005,2,1
P00035,B005,3,1
P00001,B037,2,1
P00159,B006,2,1
P00035,B006,3,1
P00035,B007,3,1
P00160,B001,2,1
P00160,B002,2,1
P00036,B001,3,1
P00001,B049,2,1
P00036,B002,3,1
P00160,B004,2,1
P00001,B050,2,2
P00036,B003,3,1
P00001,B053,2,1
P00160,B005,2,1
P00036,B004,3,1
P00001,B054,2,1
P00161,B001,2,1
P00036,B005,3,1
P00161,B002,2,1
P00036,B007,3,1
P00161,B003,2,1
P00036,B008,3,1
P00161,B004,2,1
P00001,B057,2,1
P00162,B001,2,1
P00036,B009,3,1
P00001,B063,2,1
P00001,B064,2,1
P00001,B065,2,1
P00038,B007,2,1
P00163,B002,2,1
P00038,B008,2,1
P00038,B009,2,1
P00038,B010,2,1
P00038,B011,2,1
P00038,B012,2,1
P00001,B072,2,1
P00001,B077,2,1
P00001,B080,2,1
P00001,B081,2,2
P00001,B082,2,1
P00042,B004,2,1
P00042,B005,2,1
P00042,B006,2,1
P00042,B007,3,1
P00042,B008,3,1
P00043,B007,2,1
P00002,B001,3,1
P00002,B003,3,1
P00043,B009,2,1
P00002,B004,3,1
P00043,B010,2,1
P00002,B014,3,1
P00043,B011,2,1
P00002,B015,3,1
P00045,B001,2,1
P00002,B016,3,1
P00002,B018,3,1
P00002,B019,3,1
P00002,B020,3,1
P00002,B024,3,1
P00002,B025,3,1
P00002,B026,3,1
P00002,B027,3,1
P00002,B028,3,1
P00002,B029,3,1
P00002,B030,3,1
P00002,B031,3,1
P00002,B032,3,1
P00002,B035,3,1
P00002,B036,3,1
P00002,B037,3,1
P00177,B002,2,1
P00002,B039,3,4
P00178,B001,2,1
P00002,B040,3,2
P00179,B001,2,1
P00002,B041,3,2
P00180,B001,2,1
P00002,B042,3,1
P00002,B043,3,1
P00002,B044,3,1
P00002,B045,3,1
P00002,B046,2,1
P00002,B047,2,2
P00002,B048,3,1
P00002,B049,3,1
P00002,B050,3,2
P00003,B002,1,1
P00003,B003,2,1
P00003,B004,2,1
P00003,B005,2,1
P00003,B007,1,1
P00003,B008,1,1
P00004,B002,1,1
P00186,B001,2,4
P00004,B012,3,4
4001,0,2,2
4002,0,2,2
4004,0,2,2
13024,0,2,1
14023,0,2,1
14023,1,2,1
14023,2,2,1
14023,3,2,1
14023,4,2,1
14023,5,2,1
14023,6,2,1
14024,0,2,1
P00049,B002,2,1
14025,0,2,1
P00050,B002,2,1
14025,1,2,1
P00051,B002,2,1
14025,2,2,1
P00052,B002,2,1
14025,3,2,1
P00053,B001,2,1
14025,5,2,1
P00053,B002,2,1
14025,6,2,1
P00053,B003,1,1
14025,7,2,1
P00053,B004,1,1
14026,0,2,1
P00053,B005,2,1
P00001,B019,2,1
P00053,B006,2,1
P00002,B017,3,0
P00053,B011,2,1
P00053,B013,2,1
P00005,B004,1,1
P00054,B001,2,1
P00005,B005,1,1
P00054,B002,2,1
P00054,B003,2,1
P00005,B015,2,1
P00005,B019,2,1
P00055,B001,2,1
P00055,B002,2,1
P00007,B011,3,0
P00055,B005,2,1
P00007,B015,3,0
P00055,B007,2,1
P00056,B001,2,1
P00057,B001,2,1
P00057,B002,2,1
P00007,B033,3,0
P00057,B003,2,1
P00057,B005,2,1
P00058,B001,2,1
P00016,B010,2,1
P00058,B002,2,1
P00059,B001,2,1
P00059,B002,2,1
P00059,B003,2,1
P00064,B001,2,1
P00041,B003,3,0
P00064,B002,2,1
P00041,B004,3,0
P00041,B005,3,0
P00041,B006,3,0
P00041,B007,3,0
P00066,B002,2,1
P00053,B014,2,1
P00057,B004,2,1
P00091,B002,2,1
P00091,B003,1,1
P00091,B004,1,1
P00008,B001,3,0
P00008,B002,3,0
P00073,B002,1,1
P00105,B018,2,1
P00009,B001,3,0
P00009,B003,3,0
P00009,B008,3,0
P00124,B006,2,1
P00009,B011,3,0
P00012,B001,3,0
P00013,B001,3,0
P00013,B002,3,0
P00013,B003,3,0
P00013,B004,3,0
P00013,B005,3,0
P00013,B006,3,0
P00013,B008,3,0
P00013,B009,3,0
P00013,B010,3,0
P00079,B001,2,1
P00013,B011,3,0
P00079,B003,2,2
P00079,B004,3,1
P00079,B005,3,1
P00079,B006,3,1
P00079,B007,3,2
P00079,B008,3,1
P00079,B009,3,2
P00079,B010,3,1
P00080,B001,3,1
P00082,B001,2,2
P00082,B002,2,1
P00082,B003,2,1
P00014,B007,2,1
P00082,B004,2,1
P00082,B005,3,1
P00082,B006,3,1
P00001,B156,2,1
P00082,B007,2,1
P00082,B008,3,1
P00082,B009,3,1
P00082,B010,2,1
P00014,B014,2,1
P00082,B011,2,1
P00014,B015,2,1
P00082,B012,2,1
P00014,B016,1,1
P00014,B018,2,1
P00086,B001,3,0
P00014,B031,1,1
P00086,B002,3,0
P00087,B001,3,0
P00014,B034,3,1
P00089,B011,3,1
P00016,B004,1,1
P00016,B006,2,1
P00016,B008,2,1
P00016,B009,2,1
P00017,B002,2,1
P00090,B011,3,1
P00094,B003,3,1
P00094,B004,3,1
P00094,B006,3,1
P00099,B001,2,1
P00099,B002,2,1
P00099,B003,2,1
P00099,B004,2,1
P00099,B007,2,1
P00100,B001,2,1
P00101,B001,2,1
P00101,B002,2,1
P00101,B005,2,1
P00102,B001,2,1
P00102,B002,2,1
P00105,B004,2,1
P00105,B005,2,1
P00105,B006,2,1
P00105,B007,2,1
P00105,B008,2,1
P00105,B009,2,1
P00105,B010,2,1
P00105,B011,2,1
P00105,B012,2,1
P00023,B002,2,1
P00105,B014,2,1
P00023,B003,1,1
P00105,B015,2,1
P00023,B004,2,1
P00025,B003,1,1
P00025,B005,1,1
P00025,B007,2,1
P00025,B008,2,1
P00025,B012,2,1
P00025,B013,2,1
P00025,B018,3,1
P00116,B004,2,1
P00116,B005,2,1
P00116,B006,2,1
P00117,B001,2,1
P00026,B014,2,1
P00130,B019,3,1
P00027,B001,2,1
P00028,B009,2,1
P00148,B001,2,1
P00148,B002,2,1
P00148,B003,2,1
P00148,B005,2,1
P00031,B018,2,1
P00150,B001,2,1
P00031,B019,2,1
P00031,B020,2,1
P00150,B003,2,1
P00031,B021,2,1
P00151,B001,2,1
P00151,B002,2,1
P00151,B003,2,1
P00152,B001,1,2
P00152,B002,1,2
P00153,B001,2,1
P00153,B002,2,1
P00153,B003,2,1
P00153,B004,2,1
P00153,B007,2,1
P00154,B003,2,1
P00154,B004,2,1
P00155,B001,2,1
P00155,B002,2,1
P00155,B003,2,1
P00155,B004,2,1
P00155,B005,2,1
P00034,B031,2,2
P00034,B035,2,1
P00159,B001,2,1
P00159,B007,2,1
P00035,B014,2,1
P00160,B003,2,1
P00001,B055,2,2
P00001,B056,2,2
P00001,B062,2,2
P00162,B002,2,1
P00162,B003,2,1
P00163,B001,2,1
P00001,B067,2,2
P00163,B003,2,1
P00165,B001,2,3
P00001,B076,2,2
P00041,B002,3,1
P00042,B003,3,1
P00043,B008,2,1
P00170,B001,3,2
P00171,B001,3,2
P00172,B001,3,2
P00172,B002,3,1
P00043,B012,2,1
P00172,B004,3,1
P00173,B001,3,2
P00173,B002,3,1
P00173,B003,3,1
P00173,B004,3,1
P00174,B001,3,1
P00174,B002,3,1
P00174,B003,3,1
P00174,B004,3,1
P00002,B038,3,4
P00003,B009,1,1
P00003,B010,1,1
P00003,B011,2,1
P00003,B012,2,1
P00004,B034,2,1
P00052,B003,2,1
P00053,B007,1,1
P00053,B008,1,1
P00053,B009,2,1
P00053,B010,2,1
P00004,B029,1,2
P00053,B012,2,1
P00004,B030,1,2
P00005,B031,1,1
P00005,B032,1,1
P00005,B033,1,1
P00005,B034,1,1
P00005,B037,1,1
P00005,B035,1,1
P00005,B036,1,1
P00007,B021,3,0
P00005,B045,1,1
P00005,B046,1,1
P00005,B047,1,1
P00005,B049,1,1
P00005,B053,2,1
P00061,B001,2,1
P00062,B012,2,1
P00007,B020,3,0
P00007,B022,3,0
P00007,B023,3,0
P00062,B014,2,1
P00007,B032,3,0
P00062,B017,2,1
P00063,B001,2,3
P00007,B034,3,0
P00063,B002,2,3
P00007,B035,3,0
P00007,B036,3,0
P00065,B001,2,2
P00065,B002,2,2
P00065,B003,2,2
P00066,B001,2,1
P00007,B046,3,0
P00007,B047,3,0
P00068,B001,3,0
P00007,B048,3,0
P00007,B049,3,0
P00007,B052,3,0
P00007,B053,3,0
P00007,B054,3,0
P00007,B055,3,0
P00007,B057,3,0
P00091,B001,2,1
P00007,B058,3,0
P00007,B059,3,0
P00007,B060,3,0
P00007,B061,3,0
P00091,B005,2,1
P00091,B006,2,1
P00007,B063,3,0
P00091,B007,2,1
P00073,B001,1,1
P00105,B016,2,1
P00124,B001,2,1
P00124,B002,2,1
P00124,B003,2,1
P00124,B004,2,1
P00124,B005,2,1
P00131,B001,3,1
P00131,B002,3,1
P00131,B004,3,1
P00009,B015,3,0
P00131,B006,3,1
P00135,B004,3,1
P00136,B002,3,1
P00136,B003,3,1
P00136,B004,3,1
P00137,B001,3,1
P00137,B003,3,1
P00137,B004,3,1
P00137,B005,3,1
P00010,B004,3,0
P00010,B005,3,0
P00013,B013,3,0
P00013,B014,3,0
P00013,B015,3,0
P00013,B017,3,0
P00014,B025,3,1
P00014,B026,3,1
P00089,B005,3,1
P00089,B006,3,1
P00016,B015,2,1
P00016,B016,2,1
P00016,B017,1,1
P00090,B004,2,1
P00090,B014,2,1
P00103,B002,1,1
P00105,B002,2,1
P00105,B003,2,1
P00105,B013,2,1
P00105,B017,2,1
P00107,B001,2,2
P00108,B001,2,1
P00109,B001,1,2
P00109,B002,1,1
P00109,B003,1,1
P00109,B004,2,1
P00110,B001,2,1
P00110,B002,2,1
P00111,B001,2,1
P00112,B001,2,1
P00025,B019,3,1
P00113,B001,2,1
P00115,B001,2,1
P00025,B026,3,1
P00025,B034,1,1
P00119,B001,2,2
P00120,B004,2,2
P00120,B005,2,2
P00120,B006,2,2
P00120,B007,2,2
P00120,B008,2,2
P00120,B009,2,2
P00126,B001,2,1
P00126,B002,2,1
P00130,B002,3,1
P00130,B003,3,1
P00130,B004,3,1
P00130,B005,3,1
P00130,B009,3,1
P00130,B010,3,1
P00130,B011,3,1
P00130,B018,3,1
P00131,B003,3,1
P00131,B005,3,1
P00026,B028,3,1
P00132,B001,3,1
P00132,B002,3,1
P00132,B003,3,1
P00132,B004,3,1
P00132,B005,3,1
P00132,B006,3,1
P00132,B007,3,1
P00132,B008,3,1
P00132,B009,3,1
P00132,B010,3,1
P00132,B011,3,1
P00135,B001,3,1
P00135,B002,3,1
P00135,B003,3,1
P00135,B005,3,1
P00135,B006,3,1
P00135,B007,3,1
P00135,B008,3,1
P00135,B009,3,1
P00135,B010,3,1
P00135,B011,3,1
P00135,B012,3,1
P00136,B001,3,2
P00136,B005,3,1
P00137,B002,3,2
P00137,B006,3,1
P00028,B011,3,1
P00028,B014,3,2
P00016,B115,2,1
P00330,B009,2,1
P00016,B115,2,1
P00351,B002,3,1
P00350,B002,3,1
P00330,B009,2,1
P00001,B236,2,1
P00320,D001,3,0
P00319,D004,3,0
P00319,D003,3,0
P00319,D002,3,0
P00350,B001,1,2
P00351,B001,1,2
P00001,B236,2,1
P00349,D001,1,2
P00031,B008,2,1
P00001,B235,2,2
P00094,B018,2,2
P00094,B018,2,2
P00300,B006,3,2
P00300,B007,3,1
P00300,B007,3,1
P00349,D003,1,1
P00022,B012,0,2
P00351,B001,1,2
P00300,B012,3,1
P00350,B002,3,1
P00300,B010,3,1
P00300,B011,3,1
P00351,B002,3,1
P00301,B003,2,2
P00301,B004,2,1
P00300,B008,2,2
P00300,B009,2,1
P00298,D003,3,0
P00031,B008,2,1
P00022,B012,0,2
P00299,B002,1,2
P00301,B003,2,2
P00301,B004,2,1
P00031,B011,2,1
P00298,D004,3,0
P00298,B007,1,1
P00067,B031,3,0
P00300,B009,2,1
P00300,B012,3,1
P00300,B011,3,1
P00067,B031,3,0
P00300,B006,3,2
P00300,B008,2,2
P00067,B032,1,3
P00310,B003,3,0
P00310,B007,3,1
P00310,B001,2,1
P00310,B005,2,2
P00310,B006,2,1
P00310,B001,2,1
P00310,B003,3,0
P00300,B010,3,1
P00300,B002,2,1
P00300,B005,1,2
P00310,B004,1,0
P00310,B005,2,2
P00031,B040,2,0
P00350,B001,1,2
P00310,B006,2,1
P00310,B007,3,1
P00299,B002,1,2
P00031,B011,2,1
P00298,B007,1,1
P00310,B004,1,0
P00300,B002,2,1
P00300,B005,1,2
P00275,B010,2,1
P00275,B011,2,1
P00275,B013,2,1
P00275,B015,2,0
P00273,B002,2,0
P00275,B009,3,0
P00275,B010,2,1
P00275,B011,2,1
P00275,B012,3,0
P00275,B013,2,1
P00273,B002,2,0
P00031,B040,2,0
P00275,B012,3,0
P00299,B001,2,1
P00299,B001,2,1
P00275,B014,2,0
P00018,B035,1,2
P00001,B230,1,1
P00298,B008,1,2
P00332,D002,3,1
P00298,B008,1,2
P00018,B035,3,2
P00275,B009,3,0
P00275,B014,2,0
P00001,B230,1,1
P00275,B015,2,0
P00299,D001,2,0
P00352,B001,1,2
P00352,B002,1,1
P00353,D001,1,2
P00353,D002,1,1
P00319,D001,3,2
P00001,B235,2,2
P00001,B234,1,4
P00001,B234,1,4
P00014,B062,1,1
P00025,B123,3,0
P00025,B123,3,0
2000,B010,3,0
P00353,B001,1,2
P00275,B006,3,0
P00330,B011,2,1
P00330,B012,2,1
P00345,D005,1,2
P00330,B010,2,2
P00330,B011,2,1
P00330,B012,2,1
P00005,B080,2,2
P00005,B080,2,2
P00290,D002,2,1
P00330,B010,2,2
P00336,D011,1,1
P00336,D012,1,1
P00336,D013,1,1
P00339,D006,1,2
11100,D006,1,2
P00339,D007,1,1
P00339,D008,1,1
P00354,D001,1,1
P00354,D002,1,1
P00355,D001,1,1
P00345,D003,1,1
P00356,D011,1,1
